Start station,Start time,End station,End time
278,2016-12-01 16:08:42 +0100,195,2016-12-01 16:14:31 +0100
272,2016-12-01 16:08:47 +0100,197,2016-12-01 16:23:38 +0100
190,2016-12-01 16:08:50 +0100,268,2016-12-01 16:13:30 +0100
274,2016-12-01 16:08:53 +0100,186,2016-12-01 16:16:19 +0100
274,2016-12-01 16:08:54 +0100,163,2016-12-01 16:17:27 +0100
190,2016-12-01 16:09:08 +0100,301,2016-12-01 16:16:01 +0100
181,2016-12-01 16:09:19 +0100,222,2016-12-01 16:15:05 +0100
184,2016-12-01 16:09:23 +0100,226,2016-12-01 16:21:29 +0100
229,2016-12-01 16:09:37 +0100,222,2016-12-01 17:19:05 +0100
204,2016-12-01 16:10:15 +0100,169,2016-12-01 16:24:43 +0100
209,2016-12-01 16:10:26 +0100,264,2016-12-01 16:16:10 +0100
202,2016-12-01 16:10:27 +0100,190,2016-12-01 16:18:19 +0100
202,2016-12-01 16:10:32 +0100,292,2016-12-01 17:04:56 +0100
204,2016-12-01 16:10:39 +0100,190,2016-12-01 16:22:37 +0100
233,2016-12-01 16:10:49 +0100,274,2016-12-01 16:30:59 +0100
202,2016-12-01 16:10:52 +0100,194,2016-12-01 16:28:51 +0100
294,2016-12-01 16:11:05 +0100,181,2016-12-01 16:13:41 +0100
204,2016-12-01 16:11:07 +0100,268,2016-12-01 16:26:59 +0100
198,2016-12-01 16:11:24 +0100,198,2016-12-01 18:04:56 +0100
243,2016-12-01 16:11:29 +0100,253,2016-12-01 16:20:27 +0100
277,2016-12-01 16:11:33 +0100,257,2016-12-01 16:32:51 +0100
218,2016-12-01 16:11:38 +0100,169,2016-12-01 16:14:54 +0100
161,2016-12-01 16:11:42 +0100,199,2016-12-01 16:20:58 +0100
234,2016-12-01 16:12:20 +0100,292,2016-12-01 16:18:53 +0100
185,2016-12-01 16:12:37 +0100,185,2016-12-01 17:55:26 +0100
198,2016-12-01 16:12:38 +0100,198,2016-12-01 16:17:22 +0100
255,2016-12-01 16:12:59 +0100,172,2016-12-01 16:15:02 +0100
198,2016-12-01 16:13:01 +0100,228,2016-12-01 20:05:48 +0100
297,2016-12-01 16:13:04 +0100,274,2016-12-01 16:15:58 +0100
190,2016-12-01 16:13:08 +0100,159,2016-12-01 16:32:13 +0100
238,2016-12-01 16:13:12 +0100,264,2016-12-01 16:32:43 +0100
162,2016-12-01 16:13:17 +0100,189,2016-12-01 16:27:19 +0100
295,2016-12-01 16:13:17 +0100,246,2016-12-01 16:19:15 +0100
169,2016-12-01 16:13:43 +0100,267,2016-12-01 16:17:20 +0100
219,2016-12-01 16:13:44 +0100,293,2016-12-01 16:20:16 +0100
161,2016-12-01 16:13:47 +0100,206,2016-12-01 16:16:24 +0100
211,2016-12-01 16:13:49 +0100,173,2016-12-01 16:19:06 +0100
181,2016-12-01 16:13:53 +0100,279,2016-12-01 16:17:32 +0100
309,2016-12-01 16:13:58 +0100,206,2016-12-01 16:24:56 +0100
247,2016-12-01 16:14:11 +0100,277,2016-12-01 16:21:07 +0100
246,2016-12-01 16:14:11 +0100,257,2016-12-01 16:17:20 +0100
233,2016-12-01 16:14:44 +0100,210,2016-12-01 16:18:12 +0100
299,2016-12-01 16:14:59 +0100,299,2016-12-01 16:53:53 +0100
175,2016-12-01 16:15:24 +0100,157,2016-12-01 16:19:02 +0100
299,2016-12-01 16:15:27 +0100,299,2016-12-01 16:53:55 +0100
284,2016-12-01 16:15:32 +0100,199,2016-12-01 16:30:41 +0100
294,2016-12-01 16:15:37 +0100,196,2016-12-01 16:27:54 +0100
234,2016-12-01 16:15:42 +0100,194,2016-12-01 16:26:15 +0100
221,2016-12-01 16:15:49 +0100,217,2016-12-01 16:18:48 +0100
279,2016-12-01 16:16:03 +0100,285,2016-12-01 16:34:52 +0100
211,2016-12-01 16:16:17 +0100,157,2016-12-01 16:26:36 +0100
178,2016-12-01 16:16:24 +0100,199,2016-12-01 16:30:45 +0100
234,2016-12-01 16:16:34 +0100,181,2016-12-01 16:23:26 +0100
206,2016-12-01 16:16:47 +0100,186,2016-12-01 16:21:37 +0100
281,2016-12-01 16:17:42 +0100,262,2016-12-01 16:24:46 +0100
181,2016-12-01 16:17:51 +0100,294,2016-12-01 16:22:04 +0100
243,2016-12-01 16:17:56 +0100,233,2016-12-01 16:24:50 +0100
191,2016-12-01 16:18:12 +0100,228,2016-12-01 16:23:12 +0100
272,2016-12-01 16:18:43 +0100,164,2016-12-01 16:24:28 +0100
167,2016-12-01 16:18:49 +0100,164,2016-12-01 16:23:13 +0100
217,2016-12-01 16:18:57 +0100,227,2016-12-01 16:26:30 +0100
226,2016-12-01 16:19:06 +0100,235,2016-12-01 16:20:29 +0100
294,2016-12-01 16:19:16 +0100,262,2016-12-01 16:30:51 +0100
161,2016-12-01 16:19:25 +0100,234,2016-12-01 16:35:15 +0100
158,2016-12-01 16:19:54 +0100,208,2016-12-01 16:34:48 +0100
219,2016-12-01 16:19:55 +0100,218,2016-12-01 16:25:13 +0100
293,2016-12-01 16:20:03 +0100,227,2016-12-01 17:02:19 +0100
158,2016-12-01 16:20:12 +0100,267,2016-12-01 16:29:59 +0100
292,2016-12-01 16:20:32 +0100,260,2016-12-01 16:25:36 +0100
178,2016-12-01 16:20:40 +0100,290,2016-12-01 17:08:18 +0100
279,2016-12-01 16:20:42 +0100,261,2016-12-01 16:58:07 +0100
181,2016-12-01 16:21:12 +0100,253,2016-12-01 16:28:17 +0100
198,2016-12-01 16:21:20 +0100,294,2016-12-01 16:31:26 +0100
277,2016-12-01 16:21:25 +0100,181,2016-12-01 16:27:24 +0100
267,2016-12-01 16:21:35 +0100,251,2016-12-01 16:33:22 +0100
211,2016-12-01 16:21:50 +0100,191,2016-12-01 16:27:16 +0100
241,2016-12-01 16:21:59 +0100,267,2016-12-01 16:38:26 +0100
190,2016-12-01 16:22:11 +0100,283,2016-12-01 16:31:09 +0100
200,2016-12-01 16:22:18 +0100,222,2016-12-01 16:32:54 +0100
267,2016-12-01 16:22:27 +0100,220,2016-12-01 16:34:20 +0100
204,2016-12-01 16:22:30 +0100,246,2016-12-01 16:33:47 +0100
274,2016-12-01 16:22:54 +0100,163,2016-12-01 16:35:16 +0100
178,2016-12-01 16:23:12 +0100,198,2016-12-01 16:35:14 +0100
260,2016-12-01 16:23:29 +0100,293,2016-12-01 16:34:44 +0100
173,2016-12-01 16:23:30 +0100,294,2016-12-01 16:31:41 +0100
234,2016-12-01 16:23:31 +0100,235,2016-12-01 16:31:21 +0100
246,2016-12-01 16:23:38 +0100,281,2016-12-01 16:31:52 +0100
269,2016-12-01 16:23:57 +0100,210,2016-12-01 16:34:42 +0100
163,2016-12-01 16:23:58 +0100,277,2016-12-01 16:27:08 +0100
297,2016-12-01 16:24:13 +0100,297,2016-12-01 18:10:27 +0100
255,2016-12-01 16:24:23 +0100,271,2016-12-01 16:27:06 +0100
253,2016-12-01 16:24:38 +0100,220,2016-12-01 16:27:24 +0100
233,2016-12-01 16:24:39 +0100,288,2016-12-01 16:31:40 +0100
233,2016-12-01 16:24:41 +0100,159,2016-12-01 16:41:23 +0100
301,2016-12-01 16:26:01 +0100,233,2016-12-01 16:35:46 +0100
211,2016-12-01 16:26:09 +0100,246,2016-12-01 16:34:29 +0100
294,2016-12-01 16:26:19 +0100,228,2016-12-01 16:30:55 +0100
208,2016-12-01 16:26:42 +0100,232,2016-12-01 16:42:16 +0100
182,2016-12-01 16:26:43 +0100,251,2016-12-01 16:30:57 +0100
211,2016-12-01 16:26:47 +0100,212,2016-12-01 16:46:18 +0100
235,2016-12-01 16:27:02 +0100,277,2016-12-01 16:40:12 +0100
279,2016-12-01 16:27:13 +0100,279,2016-12-01 16:27:45 +0100
209,2016-12-01 16:27:13 +0100,218,2016-12-01 16:32:30 +0100
297,2016-12-01 16:27:47 +0100,262,2016-12-01 16:59:14 +0100
194,2016-12-01 16:27:49 +0100,222,2016-12-01 16:41:16 +0100
181,2016-12-01 16:27:54 +0100,186,2016-12-01 16:30:12 +0100
228,2016-12-01 16:28:08 +0100,235,2016-12-01 16:30:27 +0100
206,2016-12-01 16:28:13 +0100,267,2016-12-01 17:42:52 +0100
218,2016-12-01 16:28:41 +0100,253,2016-12-01 16:38:14 +0100
226,2016-12-01 16:28:44 +0100,196,2016-12-01 16:40:24 +0100
292,2016-12-01 16:28:47 +0100,164,2016-12-01 16:36:59 +0100
294,2016-12-01 16:28:52 +0100,206,2016-12-01 16:36:34 +0100
243,2016-12-01 16:28:52 +0100,257,2016-12-01 16:39:02 +0100
218,2016-12-01 16:29:00 +0100,298,2016-12-01 16:33:27 +0100
301,2016-12-01 16:29:02 +0100,195,2016-12-01 16:33:22 +0100
190,2016-12-01 16:29:04 +0100,233,2016-12-01 18:39:49 +0100
233,2016-12-01 16:29:17 +0100,294,2016-12-01 16:36:27 +0100
196,2016-12-01 16:29:53 +0100,197,2016-12-01 16:35:18 +0100
202,2016-12-01 16:29:55 +0100,292,2016-12-01 16:35:41 +0100
182,2016-12-01 16:30:08 +0100,228,2016-12-01 16:37:35 +0100
195,2016-12-01 16:30:11 +0100,253,2016-12-01 16:32:04 +0100
279,2016-12-01 16:30:15 +0100,247,2016-12-01 16:34:52 +0100
259,2016-12-01 16:30:37 +0100,164,2016-12-01 16:36:15 +0100
159,2016-12-01 16:30:45 +0100,233,2016-12-01 16:38:21 +0100
195,2016-12-01 16:30:52 +0100,208,2016-12-01 17:18:24 +0100
273,2016-12-01 16:31:07 +0100,175,2016-12-01 16:44:48 +0100
198,2016-12-01 16:31:09 +0100,222,2016-12-01 16:41:56 +0100
306,2016-12-01 16:31:10 +0100,294,2016-12-01 16:33:20 +0100
210,2016-12-01 16:31:18 +0100,262,2016-12-01 16:34:44 +0100
169,2016-12-01 16:32:01 +0100,190,2016-12-01 16:35:17 +0100
257,2016-12-01 16:32:14 +0100,253,2016-12-01 18:10:02 +0100
204,2016-12-01 16:32:14 +0100,273,2016-12-01 16:55:12 +0100
230,2016-12-01 16:32:22 +0100,174,2016-12-01 16:40:50 +0100
210,2016-12-01 16:32:41 +0100,181,2016-12-01 16:41:46 +0100
220,2016-12-01 16:33:12 +0100,162,2016-12-01 16:51:38 +0100
295,2016-12-01 16:33:36 +0100,175,2016-12-01 16:37:07 +0100
305,2016-12-01 16:33:37 +0100,309,2016-12-01 16:37:14 +0100
196,2016-12-01 16:33:53 +0100,222,2016-12-01 16:37:04 +0100
232,2016-12-01 16:33:53 +0100,190,2016-12-01 16:42:25 +0100
208,2016-12-01 16:34:34 +0100,235,2016-12-01 16:37:16 +0100
204,2016-12-01 16:34:47 +0100,274,2016-12-01 16:38:50 +0100
203,2016-12-01 16:35:09 +0100,297,2016-12-01 19:14:33 +0100
195,2016-12-01 16:35:32 +0100,253,2016-12-01 17:28:10 +0100
268,2016-12-01 16:35:35 +0100,259,2016-12-01 16:37:58 +0100
233,2016-12-01 16:35:50 +0100,181,2016-12-01 17:03:51 +0100
178,2016-12-01 16:36:07 +0100,218,2016-12-01 16:44:41 +0100
232,2016-12-01 16:36:08 +0100,267,2016-12-01 16:45:15 +0100
260,2016-12-01 16:36:17 +0100,252,2016-12-01 16:43:21 +0100
198,2016-12-01 16:36:26 +0100,228,2016-12-01 16:40:27 +0100
228,2016-12-01 16:36:29 +0100,294,2016-12-01 16:40:15 +0100
283,2016-12-01 16:36:30 +0100,198,2016-12-01 16:47:26 +0100
210,2016-12-01 16:36:38 +0100,222,2016-12-01 16:39:48 +0100
195,2016-12-01 16:37:43 +0100,301,2016-12-01 17:24:37 +0100
306,2016-12-01 16:38:03 +0100,196,2016-12-01 16:49:21 +0100
209,2016-12-01 16:38:07 +0100,264,2016-12-01 16:43:20 +0100
269,2016-12-01 16:38:29 +0100,164,2016-12-01 16:46:46 +0100
292,2016-12-01 16:38:40 +0100,260,2016-12-01 16:43:47 +0100
210,2016-12-01 16:38:42 +0100,163,2016-12-01 16:46:53 +0100
217,2016-12-01 16:38:45 +0100,219,2016-12-01 16:54:07 +0100
208,2016-12-01 16:38:46 +0100,295,2016-12-01 16:42:53 +0100
273,2016-12-01 16:39:10 +0100,227,2016-12-01 16:50:18 +0100
160,2016-12-01 16:39:15 +0100,245,2016-12-01 16:49:23 +0100
254,2016-12-01 16:39:51 +0100,290,2016-12-01 16:55:33 +0100
186,2016-12-01 16:39:58 +0100,274,2016-12-01 16:44:42 +0100
176,2016-12-01 16:40:08 +0100,227,2016-12-01 16:51:16 +0100
294,2016-12-01 16:40:55 +0100,211,2016-12-01 16:43:49 +0100
292,2016-12-01 16:41:03 +0100,301,2016-12-01 17:21:38 +0100
169,2016-12-01 16:41:07 +0100,267,2016-12-01 16:51:08 +0100
184,2016-12-01 16:41:08 +0100,228,2016-12-01 16:59:19 +0100
240,2016-12-01 16:41:10 +0100,293,2016-12-01 16:47:11 +0100
200,2016-12-01 16:41:13 +0100,233,2016-12-01 17:04:48 +0100
238,2016-12-01 16:41:14 +0100,253,2016-12-01 16:45:57 +0100
217,2016-12-01 16:41:22 +0100,306,2016-12-01 16:53:59 +0100
181,2016-12-01 16:41:48 +0100,248,2016-12-01 16:54:06 +0100
194,2016-12-01 16:41:48 +0100,211,2016-12-01 17:09:10 +0100
275,2016-12-01 16:41:54 +0100,253,2016-12-01 16:45:42 +0100
181,2016-12-01 16:42:26 +0100,228,2016-12-01 16:51:28 +0100
169,2016-12-01 16:42:29 +0100,253,2016-12-01 16:54:32 +0100
226,2016-12-01 16:42:44 +0100,163,2016-12-01 16:49:58 +0100
195,2016-12-01 16:42:51 +0100,197,2016-12-01 16:53:14 +0100
159,2016-12-01 16:43:03 +0100,158,2016-12-01 16:48:05 +0100
268,2016-12-01 16:43:05 +0100,251,2016-12-01 16:52:59 +0100
162,2016-12-01 16:43:18 +0100,163,2016-12-01 16:53:54 +0100
222,2016-12-01 16:43:19 +0100,211,2016-12-01 16:48:44 +0100
281,2016-12-01 16:43:22 +0100,228,2016-12-01 16:52:32 +0100
275,2016-12-01 16:43:31 +0100,186,2016-12-01 16:50:58 +0100
176,2016-12-01 16:43:35 +0100,299,2016-12-01 16:51:37 +0100
257,2016-12-01 16:44:06 +0100,255,2016-12-01 16:47:40 +0100
253,2016-12-01 16:44:06 +0100,253,2016-12-01 16:44:52 +0100
226,2016-12-01 16:44:12 +0100,172,2016-12-01 16:51:40 +0100
157,2016-12-01 16:44:23 +0100,243,2016-12-01 16:49:56 +0100
169,2016-12-01 16:44:23 +0100,264,2016-12-01 16:51:24 +0100
209,2016-12-01 16:44:26 +0100,160,2016-12-01 17:10:25 +0100
197,2016-12-01 16:44:42 +0100,190,2016-12-01 16:56:16 +0100
277,2016-12-01 16:44:49 +0100,159,2016-12-01 17:05:32 +0100
306,2016-12-01 16:44:54 +0100,228,2016-12-01 16:53:08 +0100
246,2016-12-01 16:45:05 +0100,210,2016-12-01 16:46:50 +0100
271,2016-12-01 16:45:08 +0100,267,2016-12-01 16:57:45 +0100
262,2016-12-01 16:45:17 +0100,199,2016-12-01 16:55:32 +0100
233,2016-12-01 16:45:19 +0100,229,2016-12-01 16:51:53 +0100
219,2016-12-01 16:45:22 +0100,195,2016-12-01 16:51:47 +0100
234,2016-12-01 16:45:30 +0100,204,2016-12-01 16:51:53 +0100
224,2016-12-01 16:45:35 +0100,283,2016-12-01 16:52:45 +0100
228,2016-12-01 16:45:47 +0100,201,2016-12-01 16:57:16 +0100
275,2016-12-01 16:45:49 +0100,181,2016-12-01 16:54:36 +0100
245,2016-12-01 16:46:10 +0100,245,2016-12-01 16:46:36 +0100
272,2016-12-01 16:47:43 +0100,272,2016-12-01 16:48:13 +0100
195,2016-12-01 16:47:51 +0100,222,2016-12-01 16:59:12 +0100
297,2016-12-01 16:48:23 +0100,294,2016-12-01 16:57:02 +0100
163,2016-12-01 16:48:30 +0100,274,2016-12-01 17:00:06 +0100
200,2016-12-01 16:48:34 +0100,229,2016-12-01 16:55:40 +0100
191,2016-12-01 16:48:47 +0100,238,2016-12-01 16:53:38 +0100
272,2016-12-01 16:48:51 +0100,235,2016-12-01 16:55:43 +0100
200,2016-12-01 16:48:53 +0100,242,2016-12-01 16:52:05 +0100
249,2016-12-01 16:49:11 +0100,272,2016-12-01 16:56:00 +0100
190,2016-12-01 16:49:13 +0100,235,2016-12-01 16:57:38 +0100
201,2016-12-01 16:49:21 +0100,211,2016-12-01 16:56:56 +0100
268,2016-12-01 16:49:21 +0100,162,2016-12-01 16:58:45 +0100
260,2016-12-01 16:49:22 +0100,195,2016-12-01 16:57:25 +0100
163,2016-12-01 16:49:24 +0100,277,2016-12-01 16:52:07 +0100
157,2016-12-01 16:49:30 +0100,281,2016-12-01 16:54:33 +0100
218,2016-12-01 16:49:41 +0100,202,2016-12-01 16:55:55 +0100
211,2016-12-01 16:49:49 +0100,191,2016-12-01 17:23:21 +0100
193,2016-12-01 16:49:55 +0100,283,2016-12-01 17:15:30 +0100
272,2016-12-01 16:50:29 +0100,191,2016-12-01 16:56:38 +0100
227,2016-12-01 16:50:30 +0100,227,2016-12-01 16:52:58 +0100
181,2016-12-01 16:50:34 +0100,253,2016-12-01 16:57:27 +0100
195,2016-12-01 16:50:39 +0100,253,2016-12-01 16:52:53 +0100
191,2016-12-01 16:50:46 +0100,181,2016-12-01 16:57:05 +0100
243,2016-12-01 16:50:47 +0100,222,2016-12-01 17:00:41 +0100
279,2016-12-01 16:50:50 +0100,253,2016-12-01 16:55:48 +0100
272,2016-12-01 16:50:54 +0100,196,2016-12-01 17:01:27 +0100
232,2016-12-01 16:51:07 +0100,232,2016-12-01 17:04:37 +0100
232,2016-12-01 16:51:13 +0100,199,2016-12-01 16:57:26 +0100
157,2016-12-01 16:51:21 +0100,201,2016-12-01 17:02:40 +0100
222,2016-12-01 16:51:26 +0100,177,2016-12-01 17:00:23 +0100
157,2016-12-01 16:51:40 +0100,238,2016-12-01 16:59:27 +0100
253,2016-12-01 16:52:03 +0100,186,2016-12-01 16:59:40 +0100
306,2016-12-01 16:52:03 +0100,272,2016-12-01 16:54:31 +0100
169,2016-12-01 16:52:05 +0100,267,2016-12-01 16:55:38 +0100
227,2016-12-01 16:52:15 +0100,210,2016-12-01 17:07:27 +0100
247,2016-12-01 16:52:21 +0100,257,2016-12-01 17:04:37 +0100
182,2016-12-01 16:52:31 +0100,291,2016-12-01 16:59:28 +0100
236,2016-12-01 16:52:35 +0100,202,2016-12-01 17:05:58 +0100
228,2016-12-01 16:52:37 +0100,181,2016-12-01 17:05:09 +0100
301,2016-12-01 16:52:56 +0100,181,2016-12-01 16:55:54 +0100
227,2016-12-01 16:53:07 +0100,227,2016-12-01 16:53:25 +0100
159,2016-12-01 16:53:08 +0100,172,2016-12-01 17:00:19 +0100
178,2016-12-01 16:53:16 +0100,232,2016-12-01 17:00:22 +0100
234,2016-12-01 16:53:18 +0100,191,2016-12-01 17:01:40 +0100
194,2016-12-01 16:53:32 +0100,194,2016-12-01 17:14:38 +0100
227,2016-12-01 16:53:41 +0100,210,2016-12-01 17:07:34 +0100
228,2016-12-01 16:53:50 +0100,288,2016-12-01 17:04:08 +0100
249,2016-12-01 16:54:25 +0100,253,2016-12-01 16:59:31 +0100
191,2016-12-01 16:54:29 +0100,281,2016-12-01 17:00:23 +0100
175,2016-12-01 16:54:33 +0100,274,2016-12-01 17:06:16 +0100
235,2016-12-01 16:55:15 +0100,228,2016-12-01 17:06:35 +0100
213,2016-12-01 16:55:27 +0100,172,2016-12-01 16:59:28 +0100
306,2016-12-01 16:55:30 +0100,191,2016-12-01 16:59:27 +0100
222,2016-12-01 16:55:32 +0100,294,2016-12-01 16:59:32 +0100
228,2016-12-01 16:55:32 +0100,257,2016-12-01 17:02:15 +0100
191,2016-12-01 16:55:51 +0100,277,2016-12-01 17:01:01 +0100
253,2016-12-01 16:56:16 +0100,218,2016-12-01 17:04:24 +0100
246,2016-12-01 16:56:50 +0100,181,2016-12-01 17:05:10 +0100
228,2016-12-01 16:56:58 +0100,228,2016-12-01 16:58:19 +0100
220,2016-12-01 16:57:05 +0100,253,2016-12-01 17:00:53 +0100
254,2016-12-01 16:57:17 +0100,203,2016-12-01 17:02:19 +0100
278,2016-12-01 16:57:23 +0100,294,2016-12-01 17:06:09 +0100
279,2016-12-01 16:57:25 +0100,195,2016-12-01 17:02:58 +0100
181,2016-12-01 16:57:30 +0100,294,2016-12-01 17:00:59 +0100
204,2016-12-01 16:58:28 +0100,228,2016-12-01 17:07:31 +0100
306,2016-12-01 16:58:31 +0100,234,2016-12-01 17:03:51 +0100
305,2016-12-01 16:58:35 +0100,162,2016-12-01 17:44:00 +0100
191,2016-12-01 16:58:52 +0100,294,2016-12-01 17:01:17 +0100
218,2016-12-01 16:59:02 +0100,287,2016-12-01 17:04:04 +0100
267,2016-12-01 16:59:09 +0100,233,2016-12-01 17:06:32 +0100
236,2016-12-01 16:59:13 +0100,236,2016-12-01 17:49:34 +0100
174,2016-12-01 17:00:25 +0100,219,2016-12-01 17:20:54 +0100
211,2016-12-01 17:00:30 +0100,200,2016-12-01 17:10:41 +0100
176,2016-12-01 17:00:40 +0100,170,2016-12-01 17:08:03 +0100
183,2016-12-01 17:00:50 +0100,190,2016-12-01 17:14:10 +0100
292,2016-12-01 17:00:50 +0100,195,2016-12-01 17:06:17 +0100
183,2016-12-01 17:00:51 +0100,248,2016-12-01 17:23:10 +0100
179,2016-12-01 17:00:52 +0100,220,2016-12-01 17:13:37 +0100
200,2016-12-01 17:01:02 +0100,211,2016-12-01 17:07:47 +0100
224,2016-12-01 17:01:04 +0100,159,2016-12-01 17:18:16 +0100
173,2016-12-01 17:01:09 +0100,211,2016-12-01 17:03:58 +0100
164,2016-12-01 17:01:10 +0100,199,2016-12-01 17:05:29 +0100
195,2016-12-01 17:01:33 +0100,253,2016-12-01 17:04:58 +0100
200,2016-12-01 17:01:56 +0100,229,2016-12-01 17:09:42 +0100
161,2016-12-01 17:01:56 +0100,161,2016-12-01 19:27:01 +0100
246,2016-12-01 17:02:00 +0100,233,2016-12-01 17:07:45 +0100
189,2016-12-01 17:02:10 +0100,218,2016-12-01 17:08:56 +0100
195,2016-12-01 17:02:27 +0100,181,2016-12-01 17:12:26 +0100
295,2016-12-01 17:02:52 +0100,266,2016-12-01 17:06:34 +0100
292,2016-12-01 17:03:11 +0100,199,2016-12-01 17:09:35 +0100
200,2016-12-01 17:03:29 +0100,163,2016-12-01 17:08:34 +0100
226,2016-12-01 17:04:18 +0100,228,2016-12-01 17:07:44 +0100
164,2016-12-01 17:04:23 +0100,262,2016-12-01 17:12:37 +0100
278,2016-12-01 17:04:37 +0100,288,2016-12-01 17:11:56 +0100
163,2016-12-01 17:04:39 +0100,246,2016-12-01 17:09:39 +0100
251,2016-12-01 17:04:47 +0100,211,2016-12-01 17:14:23 +0100
253,2016-12-01 17:05:07 +0100,208,2016-12-01 17:16:08 +0100
175,2016-12-01 17:05:12 +0100,295,2016-12-01 17:08:28 +0100
299,2016-12-01 17:05:29 +0100,267,2016-12-01 17:10:42 +0100
194,2016-12-01 17:05:34 +0100,285,2016-12-01 17:10:44 +0100
235,2016-12-01 17:05:50 +0100,211,2016-12-01 17:44:00 +0100
228,2016-12-01 17:06:05 +0100,267,2016-12-01 17:22:08 +0100
274,2016-12-01 17:06:17 +0100,199,2016-12-01 18:49:55 +0100
292,2016-12-01 17:06:20 +0100,175,2016-12-01 17:25:03 +0100
232,2016-12-01 17:06:45 +0100,302,2016-12-01 17:14:23 +0100
246,2016-12-01 17:06:53 +0100,280,2016-12-01 17:18:12 +0100
222,2016-12-01 17:08:15 +0100,271,2016-12-02 16:00:34 +0100
294,2016-12-01 17:08:35 +0100,233,2016-12-01 17:16:28 +0100
210,2016-12-01 17:08:36 +0100,251,2016-12-01 17:12:15 +0100
274,2016-12-01 17:08:40 +0100,236,2016-12-01 17:36:22 +0100
271,2016-12-01 17:08:44 +0100,246,2016-12-01 17:19:55 +0100
159,2016-12-01 17:08:45 +0100,213,2016-12-01 17:11:36 +0100
200,2016-12-01 17:08:46 +0100,266,2016-12-01 17:10:51 +0100
294,2016-12-01 17:08:52 +0100,233,2016-12-01 17:14:41 +0100
211,2016-12-01 17:09:12 +0100,173,2016-12-01 17:11:46 +0100
175,2016-12-01 17:09:54 +0100,181,2016-12-01 17:21:18 +0100
196,2016-12-01 17:09:57 +0100,255,2016-12-01 17:16:28 +0100
292,2016-12-01 17:10:00 +0100,191,2016-12-01 17:20:20 +0100
218,2016-12-01 17:10:04 +0100,169,2016-12-01 17:13:25 +0100
209,2016-12-01 17:10:10 +0100,293,2016-12-01 17:19:45 +0100
198,2016-12-01 17:10:27 +0100,243,2016-12-01 17:15:34 +0100
292,2016-12-01 17:10:59 +0100,290,2016-12-01 17:15:40 +0100
257,2016-12-01 17:11:11 +0100,200,2016-12-01 17:16:53 +0100
306,2016-12-01 17:11:12 +0100,233,2016-12-01 17:18:43 +0100
242,2016-12-01 17:11:20 +0100,200,2016-12-01 17:13:47 +0100
299,2016-12-01 17:11:43 +0100,169,2016-12-01 17:14:16 +0100
299,2016-12-01 17:11:51 +0100,253,2016-12-01 20:55:27 +0100
267,2016-12-01 17:12:00 +0100,219,2016-12-01 17:22:00 +0100
274,2016-12-01 17:12:22 +0100,204,2016-12-01 17:16:12 +0100
278,2016-12-01 17:12:38 +0100,278,2016-12-01 17:13:19 +0100
220,2016-12-01 17:12:41 +0100,202,2016-12-01 17:17:53 +0100
288,2016-12-01 17:13:02 +0100,164,2016-12-01 17:20:16 +0100
161,2016-12-01 17:13:22 +0100,206,2016-12-01 17:16:01 +0100
236,2016-12-01 17:13:36 +0100,222,2016-12-01 17:19:09 +0100
278,2016-12-01 17:13:38 +0100,292,2016-12-01 17:24:41 +0100
265,2016-12-01 17:13:38 +0100,159,2016-12-01 17:28:08 +0100
262,2016-12-01 17:13:39 +0100,229,2016-12-01 17:16:06 +0100
231,2016-12-01 17:14:16 +0100,219,2016-12-01 17:45:07 +0100
206,2016-12-01 17:14:16 +0100,234,2016-12-01 17:20:50 +0100
195,2016-12-01 17:14:17 +0100,164,2016-12-01 17:19:44 +0100
238,2016-12-01 17:14:32 +0100,176,2016-12-01 17:25:18 +0100
290,2016-12-01 17:14:42 +0100,202,2016-12-01 17:19:52 +0100
277,2016-12-01 17:14:55 +0100,295,2016-12-01 17:18:42 +0100
285,2016-12-01 17:15:10 +0100,201,2016-12-01 17:17:50 +0100
306,2016-12-01 17:15:34 +0100,228,2016-12-01 17:21:00 +0100
292,2016-12-01 17:15:35 +0100,260,2016-12-01 17:20:55 +0100
200,2016-12-01 17:15:36 +0100,277,2016-12-01 17:22:59 +0100
200,2016-12-01 17:15:40 +0100,175,2016-12-01 17:19:36 +0100
191,2016-12-01 17:16:01 +0100,163,2016-12-01 17:22:04 +0100
191,2016-12-01 17:16:32 +0100,200,2016-12-01 17:24:41 +0100
219,2016-12-01 17:16:54 +0100,302,2016-12-01 17:28:47 +0100
175,2016-12-01 17:17:04 +0100,277,2016-12-01 17:18:16 +0100
307,2016-12-01 17:17:06 +0100,269,2016-12-01 17:21:28 +0100
253,2016-12-01 17:17:09 +0100,238,2016-12-01 17:33:20 +0100
255,2016-12-01 17:17:19 +0100,191,2016-12-01 17:24:59 +0100
222,2016-12-01 17:17:36 +0100,179,2016-12-01 17:24:19 +0100
222,2016-12-01 17:18:01 +0100,175,2016-12-01 17:27:17 +0100
176,2016-12-01 17:18:17 +0100,294,2016-12-01 17:28:07 +0100
306,2016-12-01 17:18:59 +0100,222,2016-12-01 17:26:14 +0100
298,2016-12-01 17:19:10 +0100,251,2016-12-01 17:36:09 +0100
277,2016-12-01 17:19:13 +0100,213,2016-12-01 17:37:03 +0100
183,2016-12-01 17:19:43 +0100,182,2016-12-01 17:26:22 +0100
